Lat_Start_Idx,Lat_End_Idx,Lon_Start_Idx,Lon_End_Idx,Total_Area,Productive_Area,Productive_Ratio
939,1186,446,1399,25.809614806189764,25.4685475565667,0.9867852638567366
742,1066,446,1399,37.76712260030224,37.04074759165287,0.9807670015972157
